Index,Content
18-3,"(1) Virksomhet som går inn under denne lov, kan pålegges å betale til statskassen et årlig tilsynsgebyr eller gebyrer til dekning av utgifter til kontroll, godkjenning, sertifisering eller til pålagte undersøkelser eller prøver, herunder sektoravgift til dekning av utgifter ved andre oppfølgingsoppgaver som retter seg mot hele eller deler av petroleumsvirksomheten. (2) Departementet kan i forskrift gi nærmere regler om slike gebyrer og sektoravgift. Gebyrene og sektoravgift er tvangsgrunnlag for utlegg. (3) Departementet kan i forskrift gi adgang for Arbeidstilsynet til å kreve refundert utgifter for undersøkelser og prøver som arbeidsgiveren etter loven har plikt til å utføre. Endret ved lov 14 des 2012 nr. 80 (ikr. 1 jan 2013). "
18-4,"(1) Arbeidstilsynet skal til enhver tid ha uhindret adgang til ethvert sted som omfattes av loven. Tilsynspersonellet skal legitimere seg i samsvar med forvaltningsloven § 15 og om mulig ta kontakt med arbeidsgiver og verneombudet. Verneombudet kan kreve at også andre representanter for arbeidstakerne deltar under kontrollen. I virksomheter hvor det ikke er verneombud, skal tilsynspersonellet om mulig ta kontakt med annen representant for arbeidstakerne. (2) Arbeidsgiver eller representant for denne har rett til, og kan pålegges, å være til stede under kontrollen. Tilsynspersonellet kan bestemme at retten ikke skal gjelde ved intervju av arbeidstaker eller dersom slik tilstedeværelse ikke kan gjennomføres uten vesentlig ulempe eller uten at formålet med kontrollen settes i fare. (3) Med mindre tungtveiende hensyn tilsier noe annet, skal Arbeidstilsynet gi skriftlig rapport til arbeidsgiver om resultatet av kontrollen. Kopi av rapporten skal gis verneombudet, og om nødvendig til bedriftshelsetjenesten. "
18-5,(1) Enhver som er underlagt tilsyn etter denne lov skal når Arbeidstilsynet krever det og uten hinder av taushetsplikt fremlegge opplysninger som anses nødvendige for utøvelsen av tilsynet. Arbeidstilsynet kan bestemme i hvilken form opplysningene skal gis. (2) Opplysninger som nevnt i første ledd kan også kreves fra andre offentlige tilsynsmyndigheter uten hinder av den taushetsplikt som ellers gjelder. Opplysningsplikten gjelder bare de opplysninger som er nødvendige for at tilsynsmyndigheten skal kunne utføre sine oppgaver etter loven. 
18-6,"(1) Arbeidstilsynet gir de pålegg og treffer de enkeltvedtak ellers som er nødvendig for gjennomføringen av bestemmelsene i og i medhold av § 1-7, kapittel 2, § 2 A-6, kapittel 3 til kapittel 11, samt § 14-1 a, § 14-1 b andre ledd, §§ 14-5 til 14-8, § 14-9 andre ledd andre punktum, § 14-12 første, andre, tredje, sjette og sjuende ledd, § 14-12 a første ledd, § 14-12 b første ledd, § 14-15 andre og sjette ledd og §§ 15-2, 15-15, 18-5 og 18-8. Dette gjelder likevel ikke § 10-2 andre til fjerde ledd og § 10-6 tiende ledd. (2) Pålegg skal gis skriftlig, og det skal settes en frist for når det skal være utført. Ved overhengende fare kan Arbeidstilsynet kreve at nødvendige tiltak blir iverksatt straks. I pålegget skal det opplyses om klageadgang, klagefrist og den nærmere fremgangsmåte ved klage, samt retten til å se sakens dokumenter, jf. forvaltningsloven § 27. (3) Arbeidstilsynet kan forby at farlige kjemikalier eller biologisk materiale fremstilles, pakkes, brukes eller oppbevares i virksomhet som går inn under loven. Arbeidstilsynet kan dessuten kreve at arbeidsgiver skal foreta spesielle undersøkelser eller levere prøver til undersøkelse. Utgifter i denne forbindelse bæres av arbeidsgiver. (4) Arbeidstilsynet kan kreve at produsent eller importør av kjemikalier eller biologisk materiale foretar undersøkelser eller leverer prøve til undersøkelse for å få fastslått kjemikaliets eller materialets farlighetsgrad. Utgifter til slike undersøkelser bæres av den som har plikt til å foreta undersøkelsen eller levere prøven. Arbeidstilsynet kan forby omsetning av et kjemikalie eller biologisk materiale hvis en produsent eller importør forsømmer sin melde- eller merkeplikt, eller ikke gir supplerende opplysninger som kreves etter § 5-4 første ledd bokstav c. (5) Arbeidstilsynet kan gi pålegg om at den som leverer eller markedsfører et produkt som selv om det brukes i samsvar med de kravene som stilles, kan medføre fare for liv eller helse, skal treffe nødvendige tiltak for å avverge faren. Det kan blant annet kreves at: a. levering eller markedsføring stanses, b. produkter tilbakekalles. (6) I forbindelse med tillatelse, samtykke, dispensasjon eller andre enkeltvedtak kan Arbeidstilsynet sette nærmere bestemte vilkår. (7) Direktoratet for arbeidstilsynet er klageinstans for enkeltvedtak truffet av det lokale arbeidstilsyn. Departementet er klageinstans for enkeltvedtak truffet av direktoratet. (8) Arbeidstakernes tillitsvalgte skal gjøres kjent med pålegg og andre enkeltvedtak som Arbeidstilsynet treffer. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 1 des 2006 nr. 64 (ikr. 1 jan 2007 iflg. res. 1 des 2006 nr. 1324), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 25 juni 2010 nr. 31 (ikr. 1 juli 2010 iflg. res. 25 juni 2010 nr. 976), 22 juni 2012 nr. 33 (ikr. 1 jan 2013 iflg. res. 22 juni 2012 nr. 607), 14 juni 2013 nr. 32 (ikr. 1 jan 2014 iflg. res. 14 juni 2013 nr. 617), 24 apr 2015 nr. 20 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 399), 31 mars 2017 nr. 12 (ikr. 1 juli 2017 iflg. res. 31 mars 2017 nr. 424), 16 juni 2017 nr. 42 (ikr. 1 juli 2017 iflg. res. 16 juni 2017 nr. 752), 19 des 2017 nr. 113, 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944), 21 juni 2019 nr. 24 (ikr. 1 jan 2020 iflg. res. 21 juni 2019 nr. 806), 19 juni 2020 nr. 69 (ikr. 1 juli 2020 iflg. res. 19 juni 2020 nr. 1233), 11 juni 2021 nr. 59 (ikr. 1 jan 2022 iflg. res. 11 juni 2021 nr. 1872), 18 mars 2022 nr. 10 (i kraft 1 juli 2022 iflg. res. 18 mars 2022 nr. 412), 9 des 2022 nr. 88 (i kraft 1 jan 2023 iflg. res. 9 des 2022 nr. 2109), 20 des 2022 nr. 99 (i kraft 1 apr 2023 iflg. res. 20 des 2022 nr. 2300). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
18-7,"I pålegg etter loven kan det fastsettes en løpende tvangsmulkt for hver dag eller uke eller måned som går etter utløpet av den frist som er satt for oppfyllelse av pålegget, inntil pålegget er oppfylt. Tvangsmulkt kan også fastsettes som engangsmulkt. Arbeidstilsynet kan frafalle påløpt tvangsmulkt. "
18-8,"Dersom pålegg ikke oppfylles innen fristen, kan Arbeidstilsynet helt eller delvis stanse virksomhetens aktiviteter inntil pålegget er oppfylt. Ved overhengende fare kan Arbeidstilsynet stanse de aktiviteter som er knyttet til faresituasjonen selv om pålegg ikke er gitt. "
18-9,"(1) Den som vil oppføre en bygning eller utføre bygningsmessig arbeid som er søknadspliktig etter plan- og bygningsloven, og som skal brukes eller ventelig vil bli brukt av virksomhet som går inn under denne lov, har plikt til å innhente Arbeidstilsynets samtykke på forhånd. (2) Departementet kan i forskrift gi nærmere bestemmelser om plikten til å innhente Arbeidstilsynets forhåndssamtykke etter denne paragraf, hvilke opplysninger som kan kreves og de vilkår som kan stilles for å gi slikt samtykke. (3) Departementet kan i forskrift bestemme at forhåndssamtykke ikke er nødvendig for spesielle arbeidsplasser eller bygninger når dette er ubetenkelig ut fra hensynet til arbeidsmiljøet. Endret ved lov 22 juni 2018 nr. 45 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 945). "
18-10,"(1) Arbeidstilsynet kan ilegge en virksomhet overtredelsesgebyr dersom noen som har handlet på vegne av virksomheten har overtrådt bestemmelser som nevnt i § 18-6 første ledd. Overtredelsesgebyr kan ilegges selv om ingen enkeltperson har utvist skyld. Overtredelsesgebyret tilfaller statskassen, og kan maksimalt utgjøre 15 ganger grunnbeløpet i folketrygden. (2) Ved vurdering av om overtredelsesgebyr skal ilegges, og ved utmålingen, skal det særlig legges vekt på: a. hvor alvorlig overtredelsen er, b. graden av skyld, c. om det foreligger gjentagelse, d. om virksomheten ved retningslinjer, instruksjon, opplæring, kontroll eller andre tiltak kunne ha forebygget overtredelsen, e. om virksomheten har hatt eller kunne ha oppnådd noen fordel ved overtredelsen, f. om overtredelsen er begått for å fremme virksomhetens interesser, g. om andre reaksjoner som følge av overtredelsen blir ilagt virksomheten eller noen som har handlet på vegne av denne, h. virksomhetens økonomiske evne, og i. den preventive effekten. (3) Når ikke annet er fastsatt i enkeltvedtak, er oppfyllelsesfristen fire uker fra vedtak om overtredelsesgebyr ble truffet. Endelig vedtak om overtredelsesgebyr er tvangsgrunnlag for utlegg. Dersom virksomheten går til søksmål mot staten for å prøve vedtaket, suspenderes tvangskraften. Retten kan prøve alle sider av saken. (4) Adgangen til å ilegge overtredelsesgebyr foreldes to år etter at overtredelsen er opphørt. Foreldelsesfristen avbrytes ved at Arbeidstilsynet har gitt forhåndsvarsel om vedtak om overtredelsesgebyr, jf. forvaltningsloven § 16. "
18-11,"(1) Avgjørelser om økonomiske administrative sanksjoner og bøter ilagt av ansvarlig myndighet eller domstol i annen EØS-stat er bindende i Norge og kan fullbyrdes hvis avgjørelsen gjelder manglende overholdelse av nasjonale regler som gjennomfører EØS-avtalens vedlegg XVIII nr. 30 (direktiv 96/71/EF) om utsending av arbeidstakere i forbindelse med tjenesteyting, eller direktiv 2014/67/EU om håndheving av direktiv 96/71/EF og om endring av forordning (EU) nr. 1024/2012 om administrativt samarbeid i informasjonssystemet for det indre marked, slik dette er innlemmet i EØS-avtalen, og avgjørelsen ikke kan påklages eller er rettskraftig. (2) Pengekrav som følger av avgjørelse som nevnt i første ledd, kreves inn av Statens innkrevingssentral med mindre departementet bestemmer noe annet. (3) Statens innkrevingssentral kan anmode ansvarlige myndigheter i andre EØS-stater om å kreve inn pengekrav som følger av vedtak som nevnt i arbeidsmiljøloven § 18-7 (tvangsmulkt) og § 18-10 (overtredelsesgebyr), og som oppfyller vilkårene i første ledd. (4) Pengekrav som kreves inn i medhold av første ledd, tilfaller statskassen. Pengekrav som kreves inn i medhold av tredje ledd, tilfaller den EØS-stat som gjennomfører innkrevingen. (5) Departementet kan i forskrift gi nærmere regler om underretning om og fullbyrding av avgjørelser som nevnt i første og tredje ledd. "
19-1,"(1) Ved forsettlig eller uaktsom overtredelse av bestemmelse eller pålegg gitt i eller i medhold av denne lov, straffes innehaver av virksomhet, arbeidsgiver eller den som i arbeidsgivers sted leder virksomheten med bøter eller fengsel inntil ett år eller begge deler. Medvirkning straffes på samme måte, likevel slik at arbeidstaker straffes etter § 19-2. (2) Under særlig skjerpende omstendigheter kan fengsel inntil fem år anvendes. Ved avgjørelsen av om det foreligger slike omstendigheter, skal det særlig legges vekt på om overtredelsen har eller kunne ha medført alvorlig fare for liv eller helse eller om den er foretatt eller fortsatt tross pålegg eller henstilling fra offentlig myndighet, vedtak av arbeidsmiljøutvalget eller henstilling fra verneombud eller bedriftshelsetjeneste. (3) For overtredelse som har eller kunne ha medført alvorlig fare for liv eller helse, kan innehaver av virksomhet, arbeidsgiver eller den som i arbeidsgivers sted leder virksomheten straffes etter denne paragraf, med mindre vedkommende i enhver henseende har opptrådt fullt forsvarlig med hensyn til sine plikter etter loven eller bestemmelser i medhold av loven. (4) Bestemmelsene i denne paragraf gjelder ikke reglene i kapittel 8, 12, 13, 15 og 16. Bestemmelsene gjelder heller ikke reglene i kapittel 14, med unntak av §§ 14-5 til 14-8 og 14-15. Endret ved lover 24 apr 2015 nr. 21 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 398), 11 juni 2021 nr. 59 (ikr. 1 jan 2022 iflg. res. 11 juni 2021 nr. 1872). "
19-2,"(1) Arbeidstaker som uaktsomt overtrer bestemmelse eller pålegg gitt i eller i medhold av denne lov, straffes med bøter. Medvirkning straffes på samme måte. (2) Er overtredelsen forsettlig eller grovt uaktsom, kan bøter eller fengsel inntil tre måneder, eller begge deler, anvendes. (3) Ved særlig skjerpende omstendigheter kan fengsel inntil ett år anvendes. Ved avgjørelsen av om det foreligger slike omstendigheter, skal det særlig legges vekt på om overtredelsen var i strid med særskilt arbeids- eller sikkerhetsinstruks og om arbeidstakeren forsto eller burde forstå at overtredelsen kunne medføre alvorlig fare for andres liv eller helse. (4) Bestemmelsene i denne paragraf gjelder ikke reglene i kapittel 10 om arbeidstid og kapittel 14 og 15 om oppsigelsesvern. "
19-3,Straffansvar for foretak er regulert i straffeloven §§ 27 og 28. Endret ved lov 19 juni 2015 nr. 65 (ikr. 1 okt 2015). 
19-4,"Den som hindrer undersøkelser som offentlig myndighet iverksetter etter denne lov eller unnlater å yte pliktig bistand eller å gi opplysninger som anses nødvendig for utførelsen av tilsynet etter denne lov, straffes med bøter med mindre forholdet rammes av § 19-1 eller strengere straffebud i straffeloven. Medvirkning straffes ikke. Endret ved lov 19 juni 2015 nr. 65 (ikr. 1 okt 2015). "
19-5,Enhver som er knyttet til Arbeidstilsynet er i forhold til straffeloven å regne som offentlig tjenestemann. Endret ved lov 19 juni 2015 nr. 65 (ikr. 1 okt 2015). 
19-6,Overtredelse av denne lov er undergitt offentlig påtale. 
19-7,Opphevet ved lov 19 juni 2015 nr. 65 (ikr. 1 okt 2015). 
20-1,"Loven trer i kraft fra den tid Kongen bestemmer. 1 1 Iflg. res. 17 juni 2005 nr. 609 trådte loven ikr. 1 jan 2006 med følgende unntak og presiseringer: - § 10-12 sjette ledd trådte ikr. 1 juli 2005. - § 14-9 femte ledd andre punktum får ikke anvendelse overfor midlertidig arbeidsavtale som løper på tidspunktet for lovens ordinære ikrafttreden. - For oppsigelser som fant sted før lovens ikrafttreden, gjelder lov 4 feb 1977 nr. 4 om arbeidervern og arbeidsmiljø m.v. § 61 nr. 4. - For arbeidstakere som på tidspunktet for lovens ordinære ikrafttreden har en særlig uavhengig stilling skal, for så vidt arbeidstakeren fortsetter i denne stillingen, lovens kapittel 10 tre ikr. 1 jan 2011 (ifølge departementet er denne utsatte ikrafttredelsen ikke lenger aktuell etter at bestemmelsene ble endret ved lov 21 des 2005 nr. 121 med ikrafttreden 1 jan 2006), § 10-2 første, andre og fjerde ledd trådte likevel ikr. 1 jan 2006. - Ikrafttreden for § 2-4 fastsettes senere (dog virker det som § 2-4 er ment satt ikr. idet den ble endret ved lov 1 des 2006 nr. 64, ikr. 1 jan 2007 iflg. res. 1 des 2006 nr. 1324). "
20-2,Forskrifter gitt i medhold av lov 4. februar 1977 nr. 4 om arbeidervern og arbeidsmiljø mv. skal gjelde inntil annet er bestemt. 
